,Country,Commodity,Commodity (Type),Year,Exports (Extra-EU) (THOUSAND TONS),Exports (Intra-EU) (THOUSAND TONS),Imports (Extra-EU) (THOUSAND TONS),Imports (Intra-EU) (THOUSAND TONS),Total Exports (THOUSAND TONS),Total Imports (THOUSAND TONS),Area (SQ.KM.),Total Population (THOUSAND PEOPLE)
556,Austria,LAMPANTE OLIVE OIL,SPECIALISED CROPS,2021,0.000171999999999999,0.001831,8.99999999999999e-05,0.085127,0.002002999999999999,0.085217,83871,8914.448
700,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2004,0.0144,0.0254,0.0017,0.6969,0.0398,0.6986,83871,8141.815
701,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2005,0.0281,0.0456,0.0019,1.056304,0.0737,1.058204,83871,8200.618
702,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2006,0.0466,0.0018,0.0139,1.524803,0.048400000000000006,1.538703,83871,8253.451
703,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2007,0.0639,0.0035,0.0056,0.8805,0.0674,0.8861,83871,8282.076
704,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2008,0.0942,0.0084,0.02,0.498899999999999,0.10260000000000001,0.518899999999999,83871,8307.368
705,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2009,0.0655809999999999,0.029134,0.021279,0.983847,0.09471499999999991,1.005126,83871,8334.895
706,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2010,0.155679,0.0521929999999999,0.019681,1.03851999999999,0.20787199999999992,1.05820099999999,83871,8350.976
707,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2011,0.138222,0.073783,0.00534799999999999,1.178335,0.212005,1.1836829999999998,83871,8374.682
708,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2012,0.099465,0.06936,0.006227,1.159376,0.168825,1.165603,83871,8407.717
709,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2013,0.069646,0.07841,0.015305,1.212033,0.148056,1.2273379999999998,83871,8451.556
710,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2014,0.086377,0.066638,0.00679199999999999,1.429087,0.153015,1.435879,83871,8507.522
711,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2015,0.0981529999999999,0.061587,0.00356799999999999,1.552311,0.15973999999999988,1.555879,83871,8584.609
712,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2016,0.098887,0.159191,0.0074,1.648623,0.25807800000000003,1.656023,83871,8700.233
713,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2017,0.083671,1.844517,0.00684999999999999,1.37235399999999,1.928188,1.37920399999999,83871,8772.74
714,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2018,0.106671,1.435115,0.010554,1.399077,1.5417859999999999,1.4096309999999999,83871,8822.252
715,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2019,0.07037,0.958294,0.006053,1.57803999999999,1.028664,1.58409299999999,83871,8858.773
716,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2020,0.150119,0.263788,0.00177,1.06884999999999,0.413907,1.0706199999999901,83871,8901.106
717,Austria,OTHER OLIVE OIL,SPECIALISED CROPS,2021,0.098299,0.119121,0.002053,1.720277,0.21742,1.7223300000000001,83871,8914.448
844,Austria,RAPESEED,OILSEED,2002,0.0007,63.1272,0.0,63.5993689999999,63.127900000000004,63.5993689999999,83871,8059.591
845,Austria,RAPESEED,OILSEED,2003,0.0075,30.3239999999999,1.1602,54.847925,30.3314999999999,56.008125,83871,8098.393
846,Austria,RAPESEED,OILSEED,2004,0.0006,14.6234999999999,0.0,112.423819999999,14.6240999999999,112.423819999999,83871,8141.815
847,Austria,RAPESEED,OILSEED,2005,0.0387,30.7434999999999,0.0772,186.691015999999,30.7821999999999,186.768215999999,83871,8200.618
848,Austria,RAPESEED,OILSEED,2006,0.0487,34.9411,1.13409999999999,214.16213,34.989799999999995,215.29622999999998,83871,8253.451
849,Austria,RAPESEED,OILSEED,2007,1.1836,110.6846,0.0089,268.06622,111.8682,268.07511999999997,83871,8282.076
850,Austria,RAPESEED,OILSEED,2008,1.5735,58.1531,7.6004,224.54607,59.726600000000005,232.14647,83871,8307.368
851,Austria,RAPESEED,OILSEED,2009,0.616811,68.292902,8.0659,253.767252,68.909713,261.83315200000004,83871,8334.895
852,Austria,RAPESEED,OILSEED,2010,0.578847,53.6672679999999,2.314723,239.213554,54.246114999999904,241.52827699999997,83871,8350.976
853,Austria,RAPESEED,OILSEED,2011,0.314708,65.574277,8.452688,187.162223,65.88898499999999,195.614911,83871,8374.682
854,Austria,RAPESEED,OILSEED,2012,0.80133,64.946002,4.049395,202.447628999999,65.74733199999999,206.49702399999902,83871,8407.717
855,Austria,RAPESEED,OILSEED,2013,0.859988,78.206509,5.619607,278.40634,79.066497,284.025947,83871,8451.556
856,Austria,RAPESEED,OILSEED,2014,0.740008,75.095372,2.139499,335.965741,75.83538,338.10524,83871,8507.522
857,Austria,RAPESEED,OILSEED,2015,0.612729,34.701299,1.08952199999999,254.003458,35.314028,255.09297999999998,83871,8584.609
858,Austria,RAPESEED,OILSEED,2016,0.753933,78.072696,1.304781,304.55217,78.826629,305.856951,83871,8700.233
859,Austria,RAPESEED,OILSEED,2017,0.931538,37.033212,3.468342,276.893026,37.96475,280.361368,83871,8772.74
860,Austria,RAPESEED,OILSEED,2018,0.984266,79.7294669999999,3.604366,271.434704,80.7137329999999,275.03907000000004,83871,8822.252
861,Austria,RAPESEED,OILSEED,2019,1.453938,78.5236679999999,17.306429,260.846673,79.9776059999999,278.153102,83871,8858.773
862,Austria,RAPESEED,OILSEED,2020,1.37584099999999,83.7187529999999,19.718458,293.867316,85.09459399999989,313.585774,83871,8901.106
863,Austria,RAPESEED,OILSEED,2021,1.147173,36.409044,3.004328,300.512262999999,37.556217000000004,303.516590999999,83871,8914.448
864,Austria,RAPESEED,OILSEED,2022,0.931415,22.347258,6.521406,230.796924,23.278673,237.31833,83871,8929.716
1012,Austria,SOYA BEAN,OILSEED,2002,0.7665,11.3287,0.013,7.77072,12.0952,7.78372,83871,8059.591
1013,Austria,SOYA BEAN,OILSEED,2003,1.1536,20.4978,0.0283999999999999,4.984525,21.651400000000002,5.012924999999999,83871,8098.393
1014,Austria,SOYA BEAN,OILSEED,2004,0.4933,20.1452,0.0542,7.080295,20.6385,7.134494999999999,83871,8141.815
1015,Austria,SOYA BEAN,OILSEED,2005,0.8991,19.5368,0.041,5.2242,20.4359,5.2652,83871,8200.618
1016,Austria,SOYA BEAN,OILSEED,2006,2.25869999999999,38.927,0.0435999999999999,9.580205,41.18569999999999,9.623804999999999,83871,8253.451
1017,Austria,SOYA BEAN,OILSEED,2007,1.6018,32.3009,0.0487999999999999,16.0292,33.902699999999996,16.078,83871,8282.076
1018,Austria,SOYA BEAN,OILSEED,2008,2.4429,32.5433,0.1924,19.3265,34.986200000000004,19.5189,83871,8307.368
1019,Austria,SOYA BEAN,OILSEED,2009,2.72556599999999,41.135388,0.693706,15.708199,43.86095399999999,16.401905,83871,8334.895
1020,Austria,SOYA BEAN,OILSEED,2010,3.742214,45.994504,6.089124,16.880184,49.736717999999996,22.969307999999998,83871,8350.976
1021,Austria,SOYA BEAN,OILSEED,2011,3.69814799999999,53.701688,3.421754,38.456502,57.399835999999986,41.878256,83871,8374.682
1022,Austria,SOYA BEAN,OILSEED,2012,1.92919,59.162994,5.425971,41.88994,61.092183999999996,47.315911,83871,8407.717
1023,Austria,SOYA BEAN,OILSEED,2013,1.780878,35.678038,15.8087369999999,55.59563,37.458916,71.4043669999999,83871,8451.556
1024,Austria,SOYA BEAN,OILSEED,2014,1.663703,44.659575,7.746616,74.357219,46.323277999999995,82.103835,83871,8507.522
1025,Austria,SOYA BEAN,OILSEED,2015,0.912163,50.255503,5.73243999999999,83.1067019999999,51.167666,88.8391419999999,83871,8584.609
1026,Austria,SOYA BEAN,OILSEED,2016,2.164023,58.8479339999999,4.323587,93.30167,61.0119569999999,97.625257,83871,8700.233
1027,Austria,SOYA BEAN,OILSEED,2017,2.992581,56.1776769999999,1.691474,81.699439,59.170257999999905,83.390913,83871,8772.74
1028,Austria,SOYA BEAN,OILSEED,2018,2.336257,64.5831779999999,9.557046,108.07364,66.91943499999991,117.630686,83871,8822.252
1029,Austria,SOYA BEAN,OILSEED,2019,3.57989899999999,122.631359,57.572728,125.404284,126.21125799999999,182.977012,83871,8858.773
1030,Austria,SOYA BEAN,OILSEED,2020,2.632529,93.838534,29.103096,118.33705,96.471063,147.440146,83871,8901.106
1031,Austria,SOYA BEAN,OILSEED,2021,3.81090299999999,73.662806,14.464966,122.787134,77.473709,137.25209999999998,83871,8914.448
1032,Austria,SOYA BEAN,OILSEED,2022,3.071827,97.268102,29.669674,105.725515,100.339929,135.39518900000002,83871,8929.716
1054,Austria,SUNFLOWER,OILSEED,2002,0.451899999999999,71.1693,2.144,113.206793,71.6212,115.35079300000001,83871,8059.591
1055,Austria,SUNFLOWER,OILSEED,2003,0.8859,62.5902,3.2524,121.391977,63.4761,124.64437699999999,83871,8098.393
1056,Austria,SUNFLOWER,OILSEED,2004,0.8455,101.823399999999,0.9645,82.933716,102.668899999999,83.898216,83871,8141.815
1057,Austria,SUNFLOWER,OILSEED,2005,1.7986,95.5462999999999,1.5947,68.199367,97.3448999999999,69.794067,83871,8200.618
1058,Austria,SUNFLOWER,OILSEED,2006,2.72939999999999,46.9946,1.9572,94.901059,49.72399999999999,96.858259,83871,8253.451
1059,Austria,SUNFLOWER,OILSEED,2007,3.13389999999999,66.6893,3.2024,74.7721569999999,69.82319999999999,77.97455699999989,83871,8282.076
1060,Austria,SUNFLOWER,OILSEED,2008,4.05289999999999,64.1054,3.0499,110.26756,68.1583,113.31746,83871,8307.368
1061,Austria,SUNFLOWER,OILSEED,2009,2.787746,53.627932,1.51613699999999,98.9939599999999,56.415678,100.51009699999989,83871,8334.895
1062,Austria,SUNFLOWER,OILSEED,2010,4.91211799999999,41.1980469999999,3.324276,91.330121,46.110164999999895,94.654397,83871,8350.976
1063,Austria,SUNFLOWER,OILSEED,2011,4.239704,35.301923,2.569947,105.567401,39.541627000000005,108.137348,83871,8374.682
1064,Austria,SUNFLOWER,OILSEED,2012,7.363695,41.063519,6.41137399999999,102.344863,48.427214,108.756237,83871,8407.717
1065,Austria,SUNFLOWER,OILSEED,2013,6.055054,56.417061,13.739132,131.465108999999,62.472114999999995,145.204240999999,83871,8451.556
1066,Austria,SUNFLOWER,OILSEED,2014,6.517846,37.8622169999999,2.35803,120.808527,44.3800629999999,123.166557,83871,8507.522
1067,Austria,SUNFLOWER,OILSEED,2015,6.208749,59.0233189999999,2.392882,123.467205,65.2320679999999,125.86008700000001,83871,8584.609
1068,Austria,SUNFLOWER,OILSEED,2016,11.789366,45.973638,2.559398,144.167889,57.763004,146.727287,83871,8700.233
1069,Austria,SUNFLOWER,OILSEED,2017,11.261648,44.817668,4.72032599999999,148.047443,56.079316,152.767769,83871,8772.74
1070,Austria,SUNFLOWER,OILSEED,2018,12.2034069999999,64.754326,3.340557,180.752696999999,76.9577329999999,184.09325399999898,83871,8822.252
1071,Austria,SUNFLOWER,OILSEED,2019,10.399724,61.640714,4.82513499999999,126.59357,72.04043800000001,131.418705,83871,8858.773
1072,Austria,SUNFLOWER,OILSEED,2020,10.94463,62.848729,5.944222,131.028364999999,73.793359,136.972586999999,83871,8901.106
1073,Austria,SUNFLOWER,OILSEED,2021,10.1849709999999,53.891421,10.019698,156.767681,64.0763919999999,166.78737900000002,83871,8914.448
1074,Austria,SUNFLOWER,OILSEED,2022,10.15495,52.430473,16.736838,123.784561,62.585423,140.521399,83871,8929.716
1201,Austria,TOTAL OILSEEDS,OILSEED,2002,1.21909999999999,145.6252,2.157,184.576882,146.8443,186.73388200000002,83871,8059.591
1202,Austria,TOTAL OILSEEDS,OILSEED,2003,2.047,113.412,4.441,181.224427,115.459,185.665427,83871,8098.393
1203,Austria,TOTAL OILSEEDS,OILSEED,2004,1.3394,136.5921,1.0187,202.437831,137.9315,203.45653099999998,83871,8141.815
1204,Austria,TOTAL OILSEEDS,OILSEED,2005,2.7364,145.8266,1.7129,260.114583,148.56300000000002,261.827483,83871,8200.618
1205,Austria,TOTAL OILSEEDS,OILSEED,2006,5.0368,120.8627,3.1349,318.643393999999,125.8995,321.778293999999,83871,8253.451
1206,Austria,TOTAL OILSEEDS,OILSEED,2007,5.9193,209.674799999999,3.2601,358.867577,215.594099999999,362.127677,83871,8282.076
1207,Austria,TOTAL OILSEEDS,OILSEED,2008,8.0693,154.8018,10.8427,354.14013,162.87109999999998,364.98283,83871,8307.368
1208,Austria,TOTAL OILSEEDS,OILSEED,2009,6.130123,163.056222,10.275743,368.469411,169.186345,378.74515399999996,83871,8334.895
1209,Austria,TOTAL OILSEEDS,OILSEED,2010,9.233179,140.859819,11.728123,347.423859,150.092998,359.151982,83871,8350.976
1210,Austria,TOTAL OILSEEDS,OILSEED,2011,8.25255999999999,154.577888,14.444389,331.186126,162.830448,345.630515,83871,8374.682
1211,Austria,TOTAL OILSEEDS,OILSEED,2012,10.094215,165.172515,15.88674,346.682432,175.26673,362.569172,83871,8407.717
1212,Austria,TOTAL OILSEEDS,OILSEED,2013,8.69592,170.301608,35.167476,465.467079,178.997528,500.63455500000003,83871,8451.556
1213,Austria,TOTAL OILSEEDS,OILSEED,2014,8.921557,157.617164,12.2441449999999,531.131487,166.538721,543.3756319999999,83871,8507.522
1214,Austria,TOTAL OILSEEDS,OILSEED,2015,7.733641,143.980121,9.214844,460.577365,151.713762,469.79220899999996,83871,8584.609
1215,Austria,TOTAL OILSEEDS,OILSEED,2016,14.707322,182.894268,8.187766,542.021729,197.60159000000002,550.2094950000001,83871,8700.233
1216,Austria,TOTAL OILSEEDS,OILSEED,2017,15.185767,138.028557,9.880142,506.639907999999,153.214324,516.5200499999991,83871,8772.74
1217,Austria,TOTAL OILSEEDS,OILSEED,2018,15.52393,209.066971,16.501969,560.261041,224.590901,576.76301,83871,8822.252
1218,Austria,TOTAL OILSEEDS,OILSEED,2019,15.433561,262.795740999999,79.704292,512.844527,278.229301999999,592.548819,83871,8858.773
1219,Austria,TOTAL OILSEEDS,OILSEED,2020,14.953,240.406016,54.7657759999999,543.232731,255.359016,597.9985069999998,83871,8901.106
1220,Austria,TOTAL OILSEEDS,OILSEED,2021,15.143047,163.963271,27.488992,580.067077999999,179.106318,607.5560699999991,83871,8914.448
1221,Austria,TOTAL OILSEEDS,OILSEED,2022,14.158192,172.045833,52.927918,460.307,186.204025,513.234918,83871,8929.716
1222,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2004,0.0389,0.073,0.0188,6.169444,0.1119,6.188244,83871,8141.815
1223,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2005,0.0501,0.2195,0.0241,6.639587,0.2696,6.6636869999999995,83871,8200.618
1224,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2006,0.1944,0.1475,0.0258,7.99649399999999,0.3419,8.02229399999999,83871,8253.451
1225,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2007,0.3569,0.4781,0.0196,6.722987,0.835,6.742586999999999,83871,8282.076
1226,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2008,0.2825,0.5612,0.0315,6.467459,0.8437,6.498959,83871,8307.368
1227,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2009,0.374709,0.608722,0.033307,7.749365,0.9834309999999999,7.782672,83871,8334.895
1228,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2010,0.559376999999999,0.528570999999999,0.031893,8.10476,1.0879479999999981,8.136653,83871,8350.976
1229,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2011,0.730541,0.640303,0.023915,8.839003,1.370844,8.862918,83871,8374.682
1230,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2012,0.632844,0.708029,0.029701,8.819016,1.340873,8.848716999999999,83871,8407.717
1231,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2013,0.633911,0.863842,0.044805,8.663991,1.497753,8.708796,83871,8451.556
1232,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2014,0.659555,0.834387,0.0290339999999999,9.796939,1.493942,9.825973,83871,8507.522
1233,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2015,0.571342999999999,1.107746,0.043221,10.490568,1.679088999999999,10.533789,83871,8584.609
1234,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2016,0.484992,1.14216,0.0405409999999999,9.2125,1.6271520000000002,9.253041,83871,8700.233
1235,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2017,0.695941999999999,2.747739,0.0298209999999999,10.795549,3.443680999999999,10.82537,83871,8772.74
1236,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2018,0.75826,2.426144,0.040972,9.895154,3.184404,9.936126,83871,8822.252
1237,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2019,0.817705,1.787885,0.084883,10.871311,2.60559,10.956194,83871,8858.773
1238,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2020,0.995581,1.33962,0.052353,10.4866,2.335201,10.538953,83871,8901.106
1239,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2021,0.805221,0.55983,0.0607539999999999,9.63353,1.365051,9.694284,83871,8914.448
1240,Austria,TOTAL OLIVE OIL (OLIVES FOR OIL),SPECIALISED CROPS,2022,,,,,,,83871,8929.716
1262,Austria,VIRGIN OTHER THAN LAMPANTE OLIVE OIL,SPECIALISED CROPS,2004,0.0,0.0,0.0,0.0,0.0,0.0,83871,8141.815
1263,Austria,VIRGIN OTHER THAN LAMPANTE OLIVE OIL,SPECIALISED CROPS,2005,0.0,0.0,0.0,0.0,0.0,0.0,83871,8200.618
1264,Austria,VIRGIN OTHER THAN LAMPANTE OLIVE OIL,SPECIALISED CROPS,2006,0.0,0.0,0.0,0.0,0.0,0.0,83871,8253.451
