,Country,Commodity,Commodity (Type),Year,Live exports (Extra-EU) (THOUSAND TONS (CARCASS WEIGHT EQ.)),Live exports (Intra-EU) (THOUSAND TONS (CARCASS WEIGHT EQ.)),Live imports (Extra-EU) (THOUSAND TONS (CARCASS WEIGHT EQ.)),Live imports (Intra-EU) (THOUSAND TONS (CARCASS WEIGHT EQ.)),Meat exports (Extra-EU) (THOUSAND TONS (CARCASS WEIGHT EQ.)),Meat exports (Intra-EU) (THOUSAND TONS (CARCASS WEIGHT EQ.)),Meat imports (Extra-EU) (THOUSAND TONS (CARCASS WEIGHT EQ.)),Meat imports (Intra-EU) (THOUSAND TONS (CARCASS WEIGHT EQ.)),Total live exports (THOUSAND TONS (CARCASS WEIGHT EQ.)),Total live imports (THOUSAND TONS (CARCASS WEIGHT EQ.)),Total Meat exports (THOUSAND TONS (CARCASS WEIGHT EQ.)),Total Meat Exports (THOUSAND TONS (CARCASS WEIGHT EQ.)),Total Meat imports (THOUSAND TONS (CARCASS WEIGHT EQ.)),Net production (THOUSAND HEAD),Net production (THOUSAND TONS (CARCASS WEIGHT EQ.)),Total Population (THOUSAND PEOPLE),Area (SQ.KM.)
102,Austria,BOVINE,MEAT,2020,5.397301,10.113351,0.005229,27.149317,12.8550139999999,105.540142,0.480103,53.9338189999999,15.510652,27.154546,118.3951559999999,118.3951559999999,54.4139219999999,644.65,218.36,8901.106,83871
103,Austria,BOVINE,MEAT,2021,3.873751,8.353291,0.004758,27.103941,14.828684,103.23186,0.0250309999999999,50.806131,12.227042,27.108698999999998,118.060544,118.060544,50.831162,644.16,213.74,8914.448,83871
104,Austria,BOVINE,MEAT,2022,2.478293,9.159499,0.006794,26.097123,10.174795,107.346471999999,0.020478,54.726225,11.637792000000001,26.103917,117.521266999999,117.521266999999,54.746703,638.99,210.12,8929.716,83871
781,Austria,PIGS,MEAT,2002,0.0,2.006706,0.000701999999999999,48.928245,29.0106149999999,120.607125,0.309899999999999,83.811008,2.006706,48.928946999999994,149.61773999999988,149.61773999999988,84.120908,5399.44,511.49,8059.591,83871
782,Austria,PIGS,MEAT,2003,0.004056,2.314962,0.0,33.174917,24.906825,117.01764,0.1012,85.38398,2.319018,33.174917,141.924465,141.924465,85.48518,5424.8,505.95,8098.393,83871
783,Austria,PIGS,MEAT,2004,0.00078,3.937362,0.0,41.892409,42.15786,127.122334999999,0.107805,116.329678,3.9381419999999996,41.892409,169.280194999999,169.280194999999,116.437483,5411.22,515.53,8141.815,83871
784,Austria,PIGS,MEAT,2005,0.02964,3.943758,0.000234,52.04121,51.14073,139.41325,0.195004999999999,143.583012,3.973398,52.041444,190.55398,190.55398,143.778017,5324.18,509.42,8200.618,83871
785,Austria,PIGS,MEAT,2006,0.009204,2.73585,0.00039,40.935726,49.102835,148.146795,0.085615,151.94367,2.745054,40.936116000000005,197.24963,197.24963,152.029285,5365.39,505.28,8253.451,83871
786,Austria,PIGS,MEAT,2007,0.018564,2.607072,0.0,49.965552,55.22163,169.05478,0.04251,174.938989,2.625636,49.965552,224.27641,224.27641,174.98149899999999,5599.16,530.92,8282.076,83871
787,Austria,PIGS,MEAT,2008,0.045318,3.39612,0.0,52.670124,61.594875,200.737579999999,0.11394,195.478421,3.4414379999999998,52.670124,262.332454999999,262.332454999999,195.592361,5552.69,525.87,8307.368,83871
788,Austria,PIGS,MEAT,2009,0.1092,3.176316,0.000312,38.207832,44.6243799999999,210.990995,0.107705,209.514799,3.285516,38.208144000000004,255.61537499999991,255.61537499999991,209.62250400000002,5537.39,533.44,8334.895,83871
789,Austria,PIGS,MEAT,2010,0.0524279999999999,3.477252,0.000211,37.801625,52.105428,207.743391,0.267144999999999,193.026944,3.52968,37.801836,259.848819,259.848819,193.29408899999999,5691.94,542.13,8350.976,83871
790,Austria,PIGS,MEAT,2011,0.023355,2.968831,0.000117,44.608611,63.501302,215.930781,0.368981,187.076858999999,2.9921860000000002,44.608728000000006,279.432083,279.432083,187.44583999999898,5600.05,543.77,8374.682,83871
791,Austria,PIGS,MEAT,2012,0.002583,1.803798,0.00032,43.928112,49.010528,207.330136,0.210867,179.915052,1.806381,43.928432,256.340664,256.340664,180.125919,5433.32,529.76,8407.717,83871
792,Austria,PIGS,MEAT,2013,0.0,1.195844,0.001482,45.24013,59.901967,197.671382,0.615082,174.043381999999,1.195844,45.241612,257.573349,257.573349,174.65846399999901,5417.37,528.21,8451.556,83871
793,Austria,PIGS,MEAT,2014,0.074834,1.465224,0.0,56.933697,59.592375,222.117592,0.212855,180.81697,1.5400580000000001,56.933697,281.709967,281.709967,181.029825,5406.92,525.57,8507.522,83871
794,Austria,PIGS,MEAT,2015,0.037285,1.362297,0.0172809999999999,52.2220199999999,45.032089,214.123379,0.171057,170.818851,1.399582,52.2393009999999,259.155468,259.155468,170.98990799999999,5414.23,527.77,8584.609,83871
795,Austria,PIGS,MEAT,2016,0.020044,1.23829399999999,0.001092,31.449302,49.304366,221.399771,0.107273,188.387524999999,1.25833799999999,31.450394,270.704137,270.704137,188.49479799999898,5227.58,511.49,8700.233,83871
796,Austria,PIGS,MEAT,2017,0.002303,1.31308199999999,0.000234,30.109619,43.452729,214.032571,0.542635,198.832704999999,1.31538499999999,30.109852999999998,257.4853,257.4853,199.375339999999,5154.01,505.36,8772.74,83871
797,Austria,PIGS,MEAT,2018,0.026424,1.066133,0.000273,31.467881,45.670703,204.699419,0.348162,195.757001,1.092557,31.468154,250.370122,250.370122,196.105163,5151.94,509.52,8822.252,83871
798,Austria,PIGS,MEAT,2019,0.00716,1.120366,7.6e-05,31.355461,57.09585,197.509433,0.693286,181.469255,1.127526,31.355536999999998,254.605283,254.605283,182.162541,5085.87,502.03,8858.773,83871
799,Austria,PIGS,MEAT,2020,0.016399,0.643149,0.0,29.8797769999999,69.448797,176.908696,0.688331,181.257511,0.659548,29.8797769999999,246.35749299999998,246.35749299999998,181.945842,5068.16,503.17,8901.106,83871
800,Austria,PIGS,MEAT,2021,0.0148209999999999,0.443299,0.005265,33.431562,79.870806,190.667693999999,1.09182199999999,182.871915,0.4581199999999999,33.436827,270.538499999999,270.538499999999,183.96373699999998,5124.28,502.12,8914.448,83871
801,Austria,PIGS,MEAT,2022,0.003706,0.579097,0.0,27.713564,52.717036,199.213590999999,1.38764999999999,192.957552,0.582803,27.713564,251.93062699999902,251.93062699999902,194.34520199999997,4905.0,477.66,8929.716,83871
802,Austria,POULTRY,MEAT,2002,0.07273,0.1864,0.00405999999999999,3.014913,2.999865,26.97871,0.06026,60.436653,0.25913,3.018973,29.978575,29.978575,60.496913,62484.34,104.21,8059.591,83871
803,Austria,POULTRY,MEAT,2003,0.08799,0.502209,0.00469,1.000121,3.73538,28.423625,0.0346149999999999,59.148621,0.590199,1.0048110000000001,32.159005,32.159005,59.183236,63335.33,103.49,8098.393,83871
804,Austria,POULTRY,MEAT,2004,0.0777,0.45759,0.0,2.39051499999999,1.91367999999999,27.574305,0.31125,70.279574,0.53529,2.39051499999999,29.487984999999988,29.487984999999988,70.590824,64472.4,107.45,8141.815,83871
805,Austria,POULTRY,MEAT,2005,0.0875,0.655409999999999,0.0,3.206919,1.04958,37.7394799999999,0.87285,79.277542,0.7429099999999991,3.206919,38.7890599999999,38.7890599999999,80.150392,65640.86,107.2,8200.618,83871
806,Austria,POULTRY,MEAT,2006,0.01092,0.514919999999999,0.0,1.94949399999999,0.688585,43.7472,1.316385,88.392907,0.5258399999999991,1.94949399999999,44.435785,44.435785,89.70929199999999,61738.54,101.64,8253.451,83871
807,Austria,POULTRY,MEAT,2007,0.0098,0.50407,0.00601999999999999,2.024606,1.59647499999999,55.208135,3.82811999999999,97.376302,0.51387,2.030626,56.80460999999999,56.80460999999999,101.20442199999998,68160.64,109.15,8282.076,83871
808,Austria,POULTRY,MEAT,2008,0.0116899999999999,0.834021,0.00049,2.342352,1.347995,56.819035,4.38627499999999,100.891935,0.8457109999999999,2.342842,58.16703,58.16703,105.27820999999999,67834.6,109.15,8307.368,83871
809,Austria,POULTRY,MEAT,2009,0.02499,1.056972,0.000419999999999999,4.794528,1.11106,60.48372,0.792584999999999,109.796369,1.081962,4.794948,61.59478,61.59478,110.588954,72701.692224,111.86048,8334.895,83871
810,Austria,POULTRY,MEAT,2010,0.016932,4.154272,0.02157,8.87619099999999,1.418682,66.248281,0.776967,116.993067,4.1712039999999995,8.89776099999999,67.66696300000001,67.66696300000001,117.770034,74696.1060399999,120.50688,8350.976,83871
811,Austria,POULTRY,MEAT,2011,0.020763,4.003315,0.083378,10.228859,2.161769,62.83218,0.795250999999999,125.3342,4.024077999999999,10.312237,64.993949,64.993949,126.12945099999999,74872.476372,116.46075,8374.682,83871
812,Austria,POULTRY,MEAT,2012,0.019385,4.752714,0.031236,12.6434419999999,2.90427799999999,65.977584,0.69514,131.369959,4.772099,12.6746779999999,68.88186199999998,68.88186199999998,132.065099,75698.4272039999,114.206399999999,8407.717,83871
813,Austria,POULTRY,MEAT,2013,0.0287,6.299486,0.00344499999999999,12.448658,3.312385,63.416114,0.777169999999999,138.015493,6.328186,12.452103,66.728499,66.728499,138.792663,76337.604881,113.4533,8451.556,83871
814,Austria,POULTRY,MEAT,2014,0.031556,8.329524,0.000147,17.6363679999999,3.11843099999999,69.764399,0.631936,138.413115999999,8.36108,17.6365149999999,72.88282999999998,72.88282999999998,139.045051999999,78947.057305,114.87587,8507.522,83871
815,Austria,POULTRY,MEAT,2015,0.036597,6.365715,0.0,19.727459,2.96262899999999,66.977131,0.661296,140.173245,6.402312,19.727459,69.93975999999999,69.93975999999999,140.834541,82813.356376,120.39888,8584.609,83871
816,Austria,POULTRY,MEAT,2016,0.043875,7.801721,0.0,19.197123,3.094894,68.861256,0.688881,143.366785,7.845596,19.197123,71.95615,71.95615,144.055666,85382.913807,125.404512,8700.233,83871
817,Austria,POULTRY,MEAT,2017,0.048057,7.972211,0.0,19.588172,3.25645399999999,72.385571,0.770323,141.351389999999,8.020268,19.588172,75.64202499999999,75.64202499999999,142.12171299999898,85804.97921,126.110968,8772.74,83871
818,Austria,POULTRY,MEAT,2018,0.038305,8.615065,0.0,21.520887,3.152513,76.2256309999999,1.011835,144.032348999999,8.653369999999999,21.520887,79.37814399999989,79.37814399999989,145.04418399999898,87707.348425,127.507287999999,8822.252,83871
819,Austria,POULTRY,MEAT,2019,0.031093,4.29585,0.079673,18.225095,1.927095,80.839845,1.01168299999999,146.26281,4.326943,18.304768,82.76693999999999,82.76693999999999,147.27449299999998,92819.616777,134.948512,8858.773,83871
820,Austria,POULTRY,MEAT,2020,0.0266819999999999,4.203804,0.168732,18.9896039999999,2.028896,77.5295,1.113267,118.429002,4.230486,19.1583359999999,79.558396,79.558396,119.54226899999999,100539.272416807,146.722421333333,8901.106,83871
821,Austria,POULTRY,MEAT,2021,0.045217,4.78463099999999,0.202511,17.210536,2.475716,86.160738,0.623956,125.70903,4.82984799999999,17.413047000000002,88.636454,88.636454,126.332986,102677.515655,150.740528,8914.448,83871
822,Austria,POULTRY,MEAT,2022,0.036679,7.75064899999999,0.186681,17.728437,2.070979,79.569992,0.972723,128.596856,7.787327999999991,17.915118,81.640971,81.640971,129.569579,101997.567361805,143.287246240601,8929.716,83871
928,Austria,SHEEP AND GOATS,MEAT,2002,0.000235,0.266677999999999,0.000846,1.2e-05,0.000942999999999999,0.294759999999999,0.62002,1.876998,0.266912999999999,0.0008579999999999999,0.295702999999999,0.295702999999999,2.4970179999999997,376.659999999999,7.96,8059.591,83871
929,Austria,SHEEP AND GOATS,MEAT,2003,0.001175,0.216763999999999,0.000517,0.018184,0.000781,0.576871999999999,0.187157,1.763814,0.21793899999999902,0.018701,0.5776529999999991,0.5776529999999991,1.950971,365.14,8.09410291029102,8098.393,83871
930,Austria,SHEEP AND GOATS,MEAT,2004,0.001363,0.324582,0.000140999999999999,0.167946,0.000462,0.678453,0.449474,1.683623,0.325945,0.16808700000000001,0.6789149999999999,0.6789149999999999,2.1330970000000002,343.62,7.95,8141.815,83871
931,Austria,SHEEP AND GOATS,MEAT,2005,0.0,0.473149,0.000329,0.183336,0.0001,0.114598,0.654705,2.047752,0.473149,0.183665,0.11469800000000001,0.11469800000000001,2.702457,345.62,7.15,8200.618,83871
932,Austria,SHEEP AND GOATS,MEAT,2006,0.001974,0.417031,0.003384,0.226416,0.0004,0.083029,0.478774,2.001646,0.41900499999999996,0.2298,0.083429,0.083429,2.48042,369.0,7.7490664556962,8253.451,83871
933,Austria,SHEEP AND GOATS,MEAT,2007,0.003243,0.274856,0.00423,0.278381,0.003096,0.075063,0.436716,2.11471999999999,0.278099,0.282611,0.078159,0.078159,2.55143599999999,345.0,7.70990506329113,8282.076,83871
934,Austria,SHEEP AND GOATS,MEAT,2008,0.0,0.191759999999999,0.002021,0.058139,0.000881,0.069906,0.382214,2.070099,0.191759999999999,0.060160000000000005,0.070787,0.070787,2.4523129999999997,377.0,8.21999999999999,8307.368,83871
935,Austria,SHEEP AND GOATS,MEAT,2009,0.003948,0.227104,0.00521699999999999,0.084694,0.011347,0.086811,0.907732,1.82854,0.231052,0.08991099999999999,0.098158,0.098158,2.736272,362.5,7.86999999999999,8334.895,83871
936,Austria,SHEEP AND GOATS,MEAT,2010,0.0,0.284255,0.002633,0.102461,0.0326,0.095937,0.843239,2.09242899999999,0.284255,0.10509399999999999,0.12853699999999998,0.12853699999999998,2.93566799999999,371.0,8.03,8350.976,83871
937,Austria,SHEEP AND GOATS,MEAT,2011,0.0,0.341091,0.001148,0.0579579999999999,0.014095,0.160408,0.957515999999999,1.581544,0.341091,0.0591059999999999,0.174503,0.174503,2.539059999999999,386.0,8.35,8374.682,83871
938,Austria,SHEEP AND GOATS,MEAT,2012,0.023122,0.331922,0.001707,0.061259,0.000885,0.167459999999999,0.920711,1.635847,0.35504399999999997,0.062966,0.168344999999999,0.168344999999999,2.556558,390.0,8.37,8407.717,83871
939,Austria,SHEEP AND GOATS,MEAT,2013,0.027371,0.252583,0.001681,0.107204,0.00226,0.169892,0.807323,1.6228,0.279954,0.108885,0.172152,0.172152,2.430123,394.0,8.45,8451.556,83871
940,Austria,SHEEP AND GOATS,MEAT,2014,0.02124,0.296303,0.002861,0.148991,0.000921,0.124841,0.660265,1.622112,0.31754299999999996,0.15185200000000001,0.12576199999999998,0.12576199999999998,2.282377,370.0,7.98,8507.522,83871
941,Austria,SHEEP AND GOATS,MEAT,2015,0.014921,0.259243,0.000140999999999999,0.208156,0.001992,0.120598,0.929982999999999,1.754605,0.274164,0.208297,0.12258999999999999,0.12258999999999999,2.684587999999999,361.0,7.78,8584.609,83871
942,Austria,SHEEP AND GOATS,MEAT,2016,0.013737,0.262649,0.000328,0.277914999999999,0.000859,0.112143,0.97253,2.06486199999999,0.276386,0.278242999999999,0.113002,0.113002,3.03739199999999,344.0,7.3,8700.233,83871
943,Austria,SHEEP AND GOATS,MEAT,2017,0.040883,0.328563,2.4e-05,0.26191,0.00086,0.184036,1.072315,2.18149199999999,0.369446,0.261934,0.184896,0.184896,3.2538069999999903,364.0,7.69,8772.74,83871
944,Austria,SHEEP AND GOATS,MEAT,2018,0.047949,0.369307,0.000211,0.151986,0.000677,0.170954,0.69586,2.280827,0.417256,0.152197,0.171631,0.171631,2.976687,347.84,7.33,8822.252,83871
945,Austria,SHEEP AND GOATS,MEAT,2019,0.052195,0.323546,3.2e-05,0.107585,0.00043,0.132996999999999,0.904327,1.954364,0.375741,0.107617,0.13342699999999902,0.13342699999999902,2.858691,377.6,7.85999999999999,8858.773,83871
946,Austria,SHEEP AND GOATS,MEAT,2020,0.028543,0.243537999999999,3.3e-05,0.300071,0.000184,0.0543639999999999,0.921848,1.416894,0.272080999999999,0.300104,0.054547999999999895,0.054547999999999895,2.338742,346.3,7.21,8901.106,83871
947,Austria,SHEEP AND GOATS,MEAT,2021,0.054753,0.244461,0.000562,0.418537,0.000498,0.077423,0.001583,2.245203,0.29921400000000004,0.419099,0.077921,0.077921,2.246786,356.0,7.42,8914.448,83871
948,Austria,SHEEP AND GOATS,MEAT,2022,0.028004,0.210219,0.000266,0.390606,0.003045,0.098866,0.001526,2.58565,0.238223,0.390872,0.101911,0.101911,2.587176,390.14,7.13,8929.716,83871
1807,Belgium,BOVINE,MEAT,2002,0.038996,34.127581,0.0,5.847876,15.56294,117.591795,2.41755499999999,39.243082,34.166577,5.847876,133.15473500000002,133.15473500000002,41.660636999999994,929.48,305.39,10332.714,30528
1808,Belgium,BOVINE,MEAT,2003,0.024756,28.263951,0.0,10.566875,15.915965,107.237909999999,2.28264,51.4737599999999,28.288707,10.566875,123.153874999999,123.153874999999,53.7563999999999,853.64,275.17,10378.423,30528
1809,Belgium,BOVINE,MEAT,2004,0.007108,27.269008,0.0,8.88361999999999,15.88907,108.726595,2.745695,60.360837,27.276116,8.88361999999999,124.615665,124.615665,63.106531999999994,842.59,280.93,10426.678,30528
1810,Belgium,BOVINE,MEAT,2005,0.047922,30.783875,0.007809,7.24818499999999,8.580765,112.223,4.142845,45.605906,30.831796999999998,7.25599399999999,120.803765,120.803765,49.748751,823.23,267.16,10485.647,30528
1811,Belgium,BOVINE,MEAT,2006,0.0,0.0,0.0,5.77322699999999,8.825375,110.018395,5.788765,48.374905,0.0,5.77322699999999,118.84376999999999,118.84376999999999,54.163669999999996,819.44,268.92,10548.309,30528
1812,Belgium,BOVINE,MEAT,2007,0.0,0.0,0.0,7.25718,6.09393499999999,117.70393,6.37763999999999,46.549435,0.0,7.25718,123.79786499999999,123.79786499999999,52.927074999999995,815.29,272.86,10617.641,30528
1813,Belgium,BOVINE,MEAT,2008,0.0,0.0,0.0,4.122184,8.96915499999999,123.17194,8.752565,44.97823,0.0,4.122184,132.141095,132.141095,53.730795,812.54,267.27,10689.752,30528
1814,Belgium,BOVINE,MEAT,2009,0.0,0.0,0.0,11.302165,3.56034,119.89359,8.81435,48.73332,0.0,11.302165,123.45393,123.45393,57.54767,789.99,255.02,10763.68,30528
1815,Belgium,BOVINE,MEAT,2010,0.0435679999999999,0.0,0.0,22.5556689999999,9.71408499999999,132.076845,9.38969,51.367266,0.0435679999999999,22.5556689999999,141.79092999999997,141.79092999999997,60.756956,835.2,263.14,10839.033,30528
1816,Belgium,BOVINE,MEAT,2011,0.243824,0.0,0.0,69.0969389999999,8.78831,141.30076,8.932895,52.845998,0.243824,69.0969389999999,150.08907,150.08907,61.778893000000004,857.2,272.29,10916.86,30528
1817,Belgium,BOVINE,MEAT,2012,0.069278,0.0,0.0,31.172822,6.15821999999999,134.005295,9.251335,46.587159,0.069278,31.172822,140.163515,140.163515,55.838494,822.57,262.28,10994.625,30528
1818,Belgium,BOVINE,MEAT,2013,0.038013,0.0,0.0,32.926468,8.493165,124.143435,11.208875,40.080999,0.038013,32.926468,132.6366,132.6366,51.289874,806.18,249.91,11067.654,30528
1819,Belgium,BOVINE,MEAT,2014,0.930308999999999,21.66694,0.0,28.127791,9.932122,137.972053,15.322025,41.61774,22.597248999999998,28.127791,147.90417499999998,147.90417499999998,56.939764999999994,835.33,257.67,11138.86,30528
1820,Belgium,BOVINE,MEAT,2015,0.475631999999999,18.246142,0.000194,33.843056,14.578278,150.726848,11.3818869999999,45.482053,18.721773999999996,33.84325,165.305126,165.305126,56.8639399999999,872.55,267.88,11214.586,30528
1821,Belgium,BOVINE,MEAT,2016,0.563923,17.412309,0.00187,31.817064,20.996477,158.377966,5.457554,50.819206,17.976232,31.818934,179.37444299999999,179.37444299999999,56.27676,911.37,278.36,11282.021,30528
1822,Belgium,BOVINE,MEAT,2017,0.850719999999999,18.813091,0.00045,34.500481,21.099837,166.677413,7.795692,53.586029,19.663811,34.500931,187.77725,187.77725,61.381721000000006,920.14,281.54,11351.651,30528
1823,Belgium,BOVINE,MEAT,2018,0.506002,26.076058,0.001151,36.592906,12.467564,166.273597,8.002962,58.800259,26.58206,36.594057,178.741161,178.741161,66.803221,888.1,277.31,11417.328,30528
1824,Belgium,BOVINE,MEAT,2019,0.477616,24.1467919999999,0.011578,39.248988,5.849031,143.564543999999,6.378828,65.943457,24.6244079999999,39.260566,149.41357499999899,149.41357499999899,72.322285,837.89,263.75,11479.863,30528
1825,Belgium,BOVINE,MEAT,2020,0.471567,29.326031,0.015224,39.099516,6.30365799999999,129.76963,5.818203,62.440037,29.797598,39.114740000000005,136.073288,136.073288,68.25824,782.65,254.51,11541.273,30528
1826,Belgium,BOVINE,MEAT,2021,0.486248,28.598676,0.0,37.485889,5.617448,140.602187,2.98387999999999,75.241851,29.084924,37.485889,146.21963499999998,146.21963499999998,78.22573099999998,766.94,247.12,11582.16,30528
1827,Belgium,BOVINE,MEAT,2022,0.526107999999999,29.623735,0.0,15.735833,7.678518,130.596983,3.282925,81.029441,30.149843,15.735833,138.275501,138.275501,84.31236600000001,755.08,238.14,11640.679,30528
2504,Belgium,PIGS,MEAT,2002,0.007098,37.85418,0.233376,17.688606,99.78542,632.593729999999,5.33452,137.233556,37.861278,17.921982,732.3791499999991,732.3791499999991,142.568076,11175.73,1043.51,10332.714,30528
2505,Belgium,PIGS,MEAT,2003,0.0078,38.248704,0.412541999999999,22.58763,90.186845,624.138485,3.375095,128.961731,38.256504,23.000172,714.3253299999999,714.3253299999999,132.33682599999997,11233.96,1028.66,10378.423,30528
2506,Belgium,PIGS,MEAT,2004,0.016302,32.77638,0.163176,19.105164,111.49541,649.96069,2.23887,146.156619,32.792682000000006,19.26834,761.4561,761.4561,148.395489,11117.16,1031.99,10426.678,30528
2507,Belgium,PIGS,MEAT,2005,0.0585,33.372144,0.422838,18.156294,104.97654,625.90169,4.35914,141.5568,33.430644,18.579131999999998,730.87823,730.87823,145.91594,10903.43,1012.93,10485.647,30528
2508,Belgium,PIGS,MEAT,2006,0.002652,0.106236,0.0,14.012778,123.864995,619.80633,3.09017999999999,150.101942,0.108888,14.012778,743.671325,743.671325,153.192122,10740.79,1006.22,10548.309,30528
2509,Belgium,PIGS,MEAT,2007,0.0,0.001326,0.0,23.305932,133.01081,654.13127,1.446945,143.93385,0.001326,23.305932,787.14208,787.14208,145.380795,11223.03,1063.28,10617.641,30528
2510,Belgium,PIGS,MEAT,2008,0.0,0.0,0.004368,1.18599,112.869149999999,680.07943,1.016135,133.494084999999,0.0,1.190358,792.948579999999,792.948579999999,134.51021999999898,11157.42,1056.17,10689.752,30528
2511,Belgium,PIGS,MEAT,2009,0.015834,0.0,0.0,24.7566539999999,135.90281,685.709475,0.94718,151.666935,0.015834,24.7566539999999,821.6122849999999,821.6122849999999,152.614115,11162.73,1082.18,10763.68,30528
